report,report_type,generator_model,generator_key,prompt_type,generation_mode,judge_model,judge_reasoning_effort,faithfulness,factual_supported,factual_contradicted,factual_not_found,factual_total,numerical_accuracy,numerical_correct,numerical_incorrect,numerical_total,completeness,completeness_label,key_information_total,completeness_present,completeness_partially_present,completeness_missing,coherence,coherence_label,judge_input_tokens_total,judge_output_tokens_total_including_reasoning,judge_total_tokens,judge_latency_seconds_total,merged_file
report_annual_9.md,annual_report,GPT-5.6 Luna,openai,zero_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,5,0,0,5,1.0,15,0,15,4,Yes,8,8,0,0,4,Yes,51763,11402,63165,66.99,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\annual_report\merged\report_annual_9_zero_shot_openai_judge.json
report_annual_9.md,annual_report,Gemini 3.5 Flash-Lite,gemini,zero_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,18,0,0,18,1.0,18,0,18,4,Yes,8,7,0,1,3,Generally yes,51370,9004,60374,58.39,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\annual_report\merged\report_annual_9_zero_shot_gemini_judge.json
report_annual_9.md,annual_report,Qwen3.6-35B-A3B,qwen36,zero_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,6,0,0,6,0.933333,14,1,15,4,Yes,8,7,0,1,3,Generally yes,51047,8687,59734,56.44,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\annual_report\merged\report_annual_9_zero_shot_qwen36_judge.json
report_annual_9.md,annual_report,GPT-5.6 Luna,openai,few_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,10,0,0,10,0.9375,15,1,16,4,Yes,8,8,0,0,3,Generally yes,27921,10213,38134,60.78,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\annual_report\merged\report_annual_9_few_shot_openai_judge.json
report_annual_9.md,annual_report,Gemini 3.5 Flash-Lite,gemini,few_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,14,0,0,14,0.944444,17,1,18,3,Generally yes,8,7,0,1,4,Yes,27993,8058,36051,44.77,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\annual_report\merged\report_annual_9_few_shot_gemini_judge.json
report_annual_9.md,annual_report,Qwen3.6-35B-A3B,qwen36,few_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,7,0,0,7,1.0,17,0,17,4,Yes,8,7,0,1,3,Generally yes,51767,9404,61171,49.41,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\annual_report\merged\report_annual_9_few_shot_qwen36_judge.json
report_annual_9.md,annual_report,GPT-5.6 Luna,openai,chain_of_event,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,21,0,0,21,1.0,17,0,17,4,Yes,8,7,0,1,3,Generally yes,27855,9616,37471,50.83,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\annual_report\merged\report_annual_9_chain_of_event_openai_judge.json
report_annual_9.md,annual_report,Gemini 3.5 Flash-Lite,gemini,chain_of_event,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,24,0,0,24,1.0,19,0,19,3,Generally yes,8,4,0,4,3,Generally yes,51682,8948,60630,44.53,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\annual_report\merged\report_annual_9_chain_of_event_gemini_judge.json
report_annual_9.md,annual_report,Qwen3.6-35B-A3B,qwen36,chain_of_event,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,12,0,0,12,1.0,13,0,13,3,Generally yes,8,6,0,2,3,Generally yes,51035,7217,58252,43.8,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\annual_report\merged\report_annual_9_chain_of_event_qwen36_judge.json
report_annual_10.md,annual_report,GPT-5.6 Luna,openai,zero_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,20,0,0,20,1.0,13,0,13,3,Generally yes,8,5,0,3,4,Yes,27969,6698,34667,40.31,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\annual_report\merged\report_annual_10_zero_shot_openai_judge.json
report_annual_10.md,annual_report,Gemini 3.5 Flash-Lite,gemini,zero_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,21,0,0,21,1.0,19,0,19,3,Generally yes,8,5,0,3,3,Generally yes,52005,8272,60277,42.53,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\annual_report\merged\report_annual_10_zero_shot_gemini_judge.json
report_annual_10.md,annual_report,Qwen3.6-35B-A3B,qwen36,zero_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,9,0,0,9,1.0,10,0,10,3,Generally yes,8,5,0,3,4,Yes,51494,4426,55920,37.8,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\annual_report\merged\report_annual_10_zero_shot_qwen36_judge.json
report_annual_10.md,annual_report,GPT-5.6 Luna,openai,few_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,10,0,0,10,1.0,14,0,14,3,Generally yes,8,5,0,3,3,Generally yes,51502,7060,58562,37.42,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\annual_report\merged\report_annual_10_few_shot_openai_judge.json
report_annual_10.md,annual_report,Gemini 3.5 Flash-Lite,gemini,few_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,5,0,0,5,1.0,10,0,10,3,Generally yes,8,4,0,4,3,Generally yes,51173,4463,55636,24.92,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\annual_report\merged\report_annual_10_few_shot_gemini_judge.json
report_annual_10.md,annual_report,Qwen3.6-35B-A3B,qwen36,few_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,16,0,0,16,1.0,10,0,10,3,Generally yes,8,5,0,3,4,Yes,27894,5027,32921,26.15,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\annual_report\merged\report_annual_10_few_shot_qwen36_judge.json
report_annual_10.md,annual_report,GPT-5.6 Luna,openai,chain_of_event,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,20,0,0,20,1.0,14,0,14,3,Generally yes,8,5,0,3,4,Yes,27975,6887,34862,39.11,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\annual_report\merged\report_annual_10_chain_of_event_openai_judge.json
report_annual_10.md,annual_report,Gemini 3.5 Flash-Lite,gemini,chain_of_event,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,19,0,0,19,1.0,26,0,26,1,Not generally,8,3,0,5,3,Generally yes,51880,8545,60425,44.34,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\annual_report\merged\report_annual_10_chain_of_event_gemini_judge.json
report_annual_10.md,annual_report,Qwen3.6-35B-A3B,qwen36,chain_of_event,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,13,0,0,13,1.0,14,0,14,3,Generally yes,8,5,0,3,4,Yes,28092,5013,33105,24.75,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\annual_report\merged\report_annual_10_chain_of_event_qwen36_judge.json
report_annual_11.md,annual_report,GPT-5.6 Luna,openai,zero_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,18,0,0,18,0.9375,15,1,16,4,Yes,8,8,0,0,4,Yes,63753,9849,73602,57.84,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\annual_report\merged\report_annual_11_zero_shot_openai_judge.json
report_annual_11.md,annual_report,Gemini 3.5 Flash-Lite,gemini,zero_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,12,0,0,12,1.0,12,0,12,3,Generally yes,8,6,0,2,4,Yes,63090,7089,70179,44.61,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\annual_report\merged\report_annual_11_zero_shot_gemini_judge.json
report_annual_11.md,annual_report,Qwen3.6-35B-A3B,qwen36,zero_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,6,0,0,6,0.923077,12,1,13,3,Generally yes,8,6,0,2,4,Yes,36694,7894,44588,39.84,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\annual_report\merged\report_annual_11_zero_shot_qwen36_judge.json
report_annual_11.md,annual_report,GPT-5.6 Luna,openai,few_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,20,0,0,20,1.0,14,0,14,4,Yes,8,8,0,0,4,Yes,63178,6981,70159,42.68,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\annual_report\merged\report_annual_11_few_shot_openai_judge.json
report_annual_11.md,annual_report,Gemini 3.5 Flash-Lite,gemini,few_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,23,0,0,23,1.0,17,0,17,3,Generally yes,8,6,0,2,4,Yes,63576,7374,70950,38.6,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\annual_report\merged\report_annual_11_few_shot_gemini_judge.json
report_annual_11.md,annual_report,Qwen3.6-35B-A3B,qwen36,few_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,21,0,0,21,1.0,13,0,13,4,Yes,8,7,0,1,4,Yes,33899,6512,40411,38.9,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\annual_report\merged\report_annual_11_few_shot_qwen36_judge.json
report_annual_11.md,annual_report,GPT-5.6 Luna,openai,chain_of_event,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,21,0,0,21,1.0,13,0,13,3,Generally yes,8,6,0,2,4,Yes,63106,7108,70214,37.74,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\annual_report\merged\report_annual_11_chain_of_event_openai_judge.json
report_annual_11.md,annual_report,Gemini 3.5 Flash-Lite,gemini,chain_of_event,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,10,0,0,10,0.842105,16,3,19,3,Generally yes,8,4,0,4,4,Yes,33173,8012,41185,40.49,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\annual_report\merged\report_annual_11_chain_of_event_gemini_judge.json
report_annual_11.md,annual_report,Qwen3.6-35B-A3B,qwen36,chain_of_event,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,19,0,0,19,1.0,12,0,12,4,Yes,8,6,0,2,4,Yes,66607,10221,76828,57.95,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\annual_report\merged\report_annual_11_chain_of_event_qwen36_judge.json
report_annual_12.md,annual_report,Qwen3.6-35B-A3B,qwen36,zero_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,17,0,0,17,1.0,20,0,20,4,Yes,8,7,0,1,4,Yes,108294,7393,115687,48.23,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\annual_report\merged\report_annual_12_zero_shot_qwen36_judge.json
report_annual_12.md,annual_report,GPT-5.6 Luna,openai,few_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,7,0,0,7,0.966667,29,1,30,4,Yes,8,8,0,0,4,Yes,108043,13001,121044,73.24,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\annual_report\merged\report_annual_12_few_shot_openai_judge.json
report_annual_12.md,annual_report,Qwen3.6-35B-A3B,qwen36,few_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,22,0,0,22,1.0,17,0,17,4,Yes,8,7,0,1,4,Yes,108237,7889,116126,50.71,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\annual_report\merged\report_annual_12_few_shot_qwen36_judge.json
report_annual_12.md,annual_report,GPT-5.6 Luna,openai,chain_of_event,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,22,0,0,22,1.0,25,0,25,4,Yes,8,8,0,0,3,Generally yes,108148,8766,116914,55.53,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\annual_report\merged\report_annual_12_chain_of_event_openai_judge.json
report_annual_12.md,annual_report,Qwen3.6-35B-A3B,qwen36,chain_of_event,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,5,0,0,5,0.947368,18,1,19,4,Yes,8,7,0,1,4,Yes,108345,12197,120542,73.28,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\annual_report\merged\report_annual_12_chain_of_event_qwen36_judge.json
report_annual_13.md,annual_report,GPT-5.6 Luna,openai,zero_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,23,0,0,23,1.0,19,0,19,3,Generally yes,9,5,1,3,4,Yes,244123,9774,253897,54.64,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\annual_report\merged\report_annual_13_zero_shot_openai_judge.json
report_annual_13.md,annual_report,Gemini 3.5 Flash-Lite,gemini,zero_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,15,0,0,15,1.0,12,0,12,3,Generally yes,9,5,0,4,4,Yes,483263,7397,490660,59.48,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\annual_report\merged\report_annual_13_zero_shot_gemini_judge.json
report_annual_13.md,annual_report,Qwen3.6-35B-A3B,qwen36,zero_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,17,0,0,17,0.944444,17,1,18,3,Generally yes,9,7,0,2,4,Yes,249383,11836,261219,62.36,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\annual_report\merged\report_annual_13_zero_shot_qwen36_judge.json
report_annual_13.md,annual_report,GPT-5.6 Luna,openai,few_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,18,0,0,18,1.0,27,0,27,3,Generally yes,9,6,0,3,4,Yes,244195,9106,253301,54.08,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\annual_report\merged\report_annual_13_few_shot_openai_judge.json
report_annual_13.md,annual_report,Gemini 3.5 Flash-Lite,gemini,few_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,16,0,0,16,1.0,12,0,12,3,Generally yes,9,5,0,4,4,Yes,482902,5870,488772,51.22,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\annual_report\merged\report_annual_13_few_shot_gemini_judge.json
report_annual_13.md,annual_report,Qwen3.6-35B-A3B,qwen36,few_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,19,0,0,19,1.0,13,0,13,3,Generally yes,9,5,0,4,4,Yes,483375,7410,490785,60.49,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\annual_report\merged\report_annual_13_few_shot_qwen36_judge.json
report_annual_13.md,annual_report,Gemini 3.5 Flash-Lite,gemini,chain_of_event,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,20,0,0,20,1.0,21,0,21,3,Generally yes,9,7,0,2,4,Yes,484818,13156,497974,81.66,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\annual_report\merged\report_annual_13_chain_of_event_gemini_judge.json
report_annual_13.md,annual_report,Qwen3.6-35B-A3B,qwen36,chain_of_event,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,6,0,0,6,0.9375,15,1,16,4,Yes,9,7,0,2,4,Yes,243955,6535,250490,43.52,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\annual_report\merged\report_annual_13_chain_of_event_qwen36_judge.json
report_annual_5.md,annual_report,Qwen3.6-35B-A3B,qwen36,few_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,12,0,0,12,1.0,14,0,14,3,Generally yes,12,8,0,4,4,Yes,275942,7344,283286,61.25,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\annual_report\merged\report_annual_5_few_shot_qwen36_judge.json
report_annual_5.md,annual_report,Gemini 3.5 Flash-Lite,gemini,chain_of_event,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,0.923077,12,1,0,13,0.916667,11,1,12,3,Generally yes,12,8,0,4,3,Generally yes,275913,8926,284839,61.64,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\annual_report\merged\report_annual_5_chain_of_event_gemini_judge.json
report_annual_8.md,annual_report,GPT-5.6 Luna,openai,few_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,0.954545,21,1,0,22,0.956522,22,1,23,3,Generally yes,8,6,0,2,4,Yes,142775,11595,154370,70.93,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\annual_report\merged\report_annual_8_few_shot_openai_judge.json
report_annual_8.md,annual_report,Gemini 3.5 Flash-Lite,gemini,chain_of_event,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,0.904762,19,2,0,21,0.9,18,2,20,2,Neutral/Mixed,8,4,0,4,4,Yes,213653,16482,230135,121.42,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\annual_report\merged\report_annual_8_chain_of_event_gemini_judge.json
report_annual_12.md,annual_report,GPT-5.6 Luna,openai,zero_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,18,0,0,18,0.933333,14,1,15,4,Yes,8,8,0,0,3,Generally yes,160333,14733,175066,87.67,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\annual_report\merged\report_annual_12_zero_shot_openai_judge.json
report_annual_12.md,annual_report,Gemini 3.5 Flash-Lite,gemini,zero_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,24,0,0,24,1.0,20,0,20,3,Generally yes,8,5,0,3,4,Yes,108659,9861,118520,64.65,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\annual_report\merged\report_annual_12_zero_shot_gemini_judge.json
report_annual_12.md,annual_report,Gemini 3.5 Flash-Lite,gemini,few_shot,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,24,0,0,24,1.0,18,0,18,3,Generally yes,8,6,0,2,3,Generally yes,108459,8595,117054,46.76,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\annual_report\merged\report_annual_12_few_shot_gemini_judge.json
report_annual_12.md,annual_report,Gemini 3.5 Flash-Lite,gemini,chain_of_event,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,16,0,0,16,0.933333,14,1,15,4,Yes,8,6,1,1,4,Yes,108176,7109,115285,42.65,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\annual_report\merged\report_annual_12_chain_of_event_gemini_judge.json
report_annual_13.md,annual_report,GPT-5.6 Luna,openai,chain_of_event,normal,Amazon Nova 2 Lite,factual=low;completeness=off;coherence=off,1.0,22,0,0,22,1.0,27,0,27,3,Generally yes,9,5,0,4,3,Generally yes,244168,9321,253489,54.26,C:\Users\Ivan\Bakalaura_darbs\data\judge_results\nova_2_lite\annual_report\merged\report_annual_13_chain_of_event_openai_judge.json
